price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,price_category
3633000,3520,,1,1,yes,no,no,no,no,2,yes,unfurnished,0
3605000,4500,2,1,1,yes,no,no,no,no,0,no,semi-furnished,0
3605000,4000,2,,1,yes,no,no,no,no,,yes,semi-furnished,0
3570000,3150,3,1,2,yes,no,yes,no,no,0,no,furnished,0
3570000,4500,4,2,2,yes,no,yes,no,no,2,no,furnished,0
3570000,4500,2,,1,no,no,no,no,no,0,no,furnished,0
3570000,3640,2,1,1,yes,no,no,no,no,0,no,unfurnished,0
3535000,3850,3,1,1,yes,no,no,no,no,2,no,unfurnished,0
3500000,4240,3,1,2,yes,no,no,no,yes,0,no,semi-furnished,0
3500000,3650,3,1,2,yes,no,no,no,no,0,no,unfurnished,0
3500000,4600,4,1,,yes,no,no,no,no,0,no,semi-furnished,0
,2135,3,2,2,no,no,no,no,no,0,no,semi,0
3500000,3036,,1,2,yes,no,yes,no,no,0,no,semi-furnished,0
3500000,3990,3,1,2,yes,no,no,no,no,0,no,semi-furnished,0
3500000,7424,3,1,1,no,no,no,no,no,0,no,unfurnished,0
3500000,,3,1,1,no,no,no,no,yes,,no,unfurnished,0
3500000,3600,6,1,2,yes,no,no,no,no,1,no,unfurnished,0
3500000,3640,2,1,1,yes,no,no,no,no,1,no,semi-furnished,0
4270000,5900,2,,,yes,no,no,no,no,1,no,furnished,0
3500000,,3,1,2,yes,no,no,no,no,1,no,unfurnished,0
3500000,7350,2,1,1,yes,no,no,no,no,1,no,semi-furnished,0
,3512,2,1,1,yes,no,no,no,no,,yes,unfurnished,0
3500000,9500,3,1,2,yes ,no,no,no,no,3,yes,unfurnished,0
3500000,5880,2,1,,yes,no,no,no,no,0,no,unfurnished,0
4270000,12944,3,1,1,yes,no,no,no,no,0,no,unfurnished,0
3493000,4900,3,1,2,no,no,no,no,no,,no,unfurnished,0
3465000,3060,,1,1,yes,no,no,no,no,0,no,unfurnished,0
3465000,5320,2,1,1,yes,no,no,no,no,1,yes,unfurnished,0
3465000,2145,3,1,3,yes,no,no,no,no,0,yes,furnished,0
3430000,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished,0
3430000,3185,2,1,1,yes,no,no,no,no,2,no,unfurnished,0
4270000,3850,3,1,1,yes,no,no,no,no,0,no,unfurnished,0
3430000,2145,3,1,3,yes,no,no,no,no,0,yes,furnished,0
3430000,2610,3,,,yes,no,yes,no,no,0,yes,unfurnished,0
3430000,1950,,2,2,yes,no,yes,no,no,0,yes,unfurnished,0
3423000,4040,2,1,1,yes,no,no,no,no,0,no,semi,0
4270000,4785,,1,2,yes,yes,yes,no,yes,1,no,furnished,0
3395000,3450,3,1,1,yes,no,yes,no,no,2,no,unfurnished,0
3395000,3640,,1,1,yes,no,no,no,no,0,no,furnished,0
,3500,4,1,2,yes,no,no,no,yes,2,no,unfurnished,0
4270000,4960,4,1,3,no,no,no,no,no,0,no,semi-furnished,0
3360000,4120,,1,2,yes,no,no,no,no,0,no,unfurnished,0
3360000,4750,2,1,1,yes,no,no,no,no,,no,unfurnished,0
3360000,,2,1,,no,no,no,no,yes,0,no,unfurnished,0
3360000,3750,3,1,,yes,no,no,no,no,0,no,unfurnished,0
4270000,,3,1,2,no,no,yes,no,no,0,no,semi-furnished,0
3360000,3185,2,1,1,yes,no,yes,no,no,2,no,furnished,0
3353000,,3,1,1,no,no,no,no,no,0,no,furnished,0
4270000,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished,0
3325000,4040,2,1,1,yes,no,no,no,no,1,no,unfurnished,0
3325000,,4,1,2,yes,no,no,no,no,0,no,unfurnished,0
3290000,2500,2,1,1,no,no,no,no,yes,0,no,unfurnished,0
3290000,,4,1,2,yes,no,yes,no,yes,0,no,unfurnished,0
3290000,6060,3,,1,yes,yes,yes,no,no,,no,furnished,0
3290000,3480,4,1,2,no,no,no,no,no,1,no,semi-furnished,0
3290000,3792,4,1,2,yes,no,no,no,no,0,no,semi-furnished,0
,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished,0
4270000,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished,0
3290000,5880,3,1,1,yes,no,no,no,no,1,no,unfurnished,0
3255000,4500,2,,1,no,no,no,no,no,0,no,semi-furnished,0
3255000,3930,2,1,1,no,no,no,no,no,0,no,unfurnished,0
3234000,3640,,1,2,yes,no,yes,no,no,0,no,unfurnished,0
3220000,4370,3,1,2,yes,no,no,no,no,0,no,unfurnished,0
3220000,2684,,1,1,yes,no,no,no,yes,,no,unfurnished,0
3220000,4320,3,1,1,no,no,no,no,no,1,no,unfurnished,0
3220000,3120,3,1,,no,no,no,no,no,0,no,furnished,0
3150000,3450,1,,1,yes,no,no,no,no,0,no,semi,0
3150000,3986,2,2,1,no,yes,yes,no,no,,no,unfurnished,0
3150000,3500,2,1,1,no,no,yes,no,no,0,no,semi-furnished,0
3150000,4095,2,1,1,yes,no,no,no,no,2,no,semi-furnished,0
3150000,1650,3,1,2,no,no,yes,no,no,0,no,unfurnished,0
3150000,3450,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,0
3150000,,2,1,1,yes,no,no,no,no,0,no,semi-furnished,0
3150000,9000,3,1,2,yes,no,no,no,no,2,no,semi-furnished,0
3150000,3069,2,1,1,yes,no,no,no,no,1,no,unfurnished,0
4270000,4500,3,1,2,yes,no,no,no,yes,0,no,semi,0
3129000,5495,,1,1,yes,no,yes,no,no,0,no,unfurnished,0
3118850,2398,3,1,1,yes,no,no,no,no,0,yes,semi-furnished,0
3115000,3000,3,1,1,no,no,no,no,yes,0,no,semi,0
,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished,0
3115000,3500,2,1,1,yes,no,no,no,no,0,no,unfurnished,0
3087000,8100,2,1,,yes,no,no,no,no,1,no,unfurnished,0
3080000,4960,2,1,1,yes,no,yes,no,yes,0,no,semi,0
3080000,2160,3,1,2,no,no,yes,no,no,0,no,semi-furnished,0
3080000,,2,1,1,yes,yes,yes,no,no,0,no,unfurnished,0
4270000,4500,2,1,2,yes,no,no,yes,no,,no,semi-furnished,0
3045000,3800,2,1,1,yes ,no,no,no,no,0,no,semi,0
3010000,3090,,1,2,no,no,no,no,no,,no,semi-furnished,0
3010000,3240,3,1,2,yes,no,no,no,no,,no,semi-furnished,0
3010000,2835,2,1,1,yes,no,no,no,no,0,no,semi-furnished,0
,4600,2,1,1,yes,no,no,no,no,0,no,furnished,0
3010000,5076,3,1,1,no,no,no,no,no,0,no,unfurnished,0
3010000,3750,,1,2,yes,no,no,no,no,0,no,unfurnished,0
3010000,3630,4,1,2,yes,no,no,no,no,3,no,semi,0
3003000,,2,1,1,yes,no,no,no,no,0,no,unfurnished,0
2975000,4352,4,1,2,no,no,no,no,no,1,no,unfurnished,0
2961000,3000,2,1,,yes,no,no,no,no,0,no,semi-furnished,0
2940000,,3,1,2,yes,no,yes,no,no,1,no,unfurnished,0
2940000,4960,2,1,1,yes,no,no,no,no,0,no,unfurnished,0
2940000,3600,3,,2,no,no,no,no,no,1,no,unfurnished,0
2940000,3660,,1,2,no,no,no,no,no,,no,unfurnished,0
,3480,3,1,2,no,no,no,no,no,1,no,semi-furnished,0
2940000,2700,2,1,1,no,no,no,no,no,0,no,furnished,0
2940000,3150,3,1,2,no,no,no,no,no,0,no,unfurnished,0
2940000,,3,1,2,yes,no,no,no,no,0,no,semi-furnished,0
2870000,3040,,1,1,no,no,no,no,no,0,no,unfurnished,0
2870000,3630,,1,1,yes,no,no,no,no,0,no,unfurnished,0
2870000,,2,1,1,yes,no,no,no,no,0,no,semi-furnished,0
2870000,5400,4,1,2,yes,no,no,no,no,0,no,unfurnished,0
2852500,5200,4,1,,yes,no,no,no,no,0,no,unfurnished,0
2835000,3300,3,1,2,no,no,no,no,no,1,no,semi-furnished,0
4270000,4350,3,1,2,no,no,no,yes,no,1,no,unfurnished,0
2835000,2640,2,1,1,no,no,no,no,no,1,no,furnished,0
2800000,2650,3,1,2,yes,no,yes,no,no,1,no,unfurnished,0
2800000,,3,1,1,yes,no,no,no,no,0,no,furnished,0
2730000,6800,2,1,1,yes,no,no,no,no,0,no,unfurnished,0
2730000,4000,3,1,,yes,no,no,no,no,,no,unfurnished,0
4270000,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished,0
2660000,,2,1,,yes,no,no,no,no,0,no,unfurnished,0
2660000,,2,1,2,yes,no,no,no,no,0,no,semi-furnished,0
2660000,,3,3,2,no,yes,no,no,no,0,no,unfurnished,0
2660000,2800,3,,1,yes,no,no,no,no,0,no,unfurnished,0
2660000,2430,3,1,,no,no,no,no,no,0,no,unfurnished,0
2660000,3480,2,1,1,yes ,no,no,no,no,1,no,semi,0
,4000,3,1,1,yes,no,no,no,no,0,no,semi,0
2653000,3185,2,1,1,yes,no,no,no,yes,0,no,semi,0
2653000,4000,3,1,2,yes,no,no,no,yes,0,no,unfurnished,0
2604000,2910,2,1,1,no,no,no,no,no,0,no,unfurnished,0
2590000,3600,2,1,1,yes,no,no,no,no,0,no,unfurnished,0
2590000,4400,2,1,,yes,no,no,no,no,0,no,unfurnished,0
2590000,3600,2,2,2,yes,no,yes,no,no,1,no,furnished,0
2520000,2880,3,1,1,yes ,no,no,no,no,0,no,unfurnished,0
,3180,3,,1,no,no,no,no,no,0,no,unfurnished,0
2520000,,2,1,,yes,no,no,no,no,0,no,furnished,0
2485000,4400,3,1,2,yes ,no,no,no,no,0,no,unfurnished,0
2485000,3000,3,1,2,no,no,no,no,no,0,no,semi-furnished,0
2450000,3210,3,1,2,yes,no,yes,no,no,0,no,semi,0
2450000,,2,1,1,no,yes,no,no,no,1,no,unfurnished,0
2450000,,2,1,1,yes,no,no,no,no,1,no,unfurnished,0
2450000,3500,2,1,1,yes,yes,no,no,no,0,no,unfurnished,0
2450000,4840,2,,2,yes,no,no,no,no,0,no,unfurnished,0
2450000,7700,2,1,1,yes,no,no,no,no,0,no,unfurnished,0
,3635,2,1,1,no,no,no,no,no,0,no,unfurnished,0
2380000,2475,3,1,,yes,no,no,no,no,0,no,furnished,0
2380000,,4,2,2,yes,no,no,no,no,0,no,furnished,0
2380000,3264,2,1,1,yes,no,no,no,no,0,no,unfurnished,0
2345000,3640,2,1,1,yes,no,no,no,no,0,no,unfurnished,0
2310000,3180,2,,1,yes,no,no,no,no,0,no,unfurnished,0
2275000,1836,2,,1,no,no,yes,no,no,0,no,semi-furnished,0
2275000,3970,1,1,1,no,no,no,no,no,0,no,unfurnished,0
2275000,,3,1,2,yes,no,yes,no,no,0,no,unfurnished,0
2240000,1950,3,1,1,no,no,no,yes,no,0,no,unfurnished,0
4270000,5300,3,,1,no,no,no,no,yes,0,yes,unfurnished,0
2135000,3000,2,1,1,no,no,no,no,no,0,no,unfurnished,0
,2400,3,1,2,yes,no,no,no,no,0,no,unfurnished,0
2100000,3000,4,1,2,yes,no,no,no,no,0,no,unfurnished,0
2100000,3360,2,,1,yes,no,no,no,no,1,no,unfurnished,0
1960000,3420,5,1,2,no,no,no,no,no,0,no,unfurnished,0
1890000,1700,3,1,2,yes ,no,no,no,no,0,no,unfurnished,0
1890000,,2,1,1,yes,no,no,no,no,0,no,unfurnished,0
1855000,2990,2,,1,no,no,no,no,no,1,no,unfurnished,0
1820000,,2,1,1,yes,no,yes,no,no,2,no,unfurnished,0
1767150,2400,3,1,1,no,no,no,no,no,0,no,semi-furnished,0
,3620,2,1,1,yes,no,no,no,no,0,no,unfurnished,0
1750000,2910,3,,1,no,no,no,no,no,0,no,furnished,0
1750000,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished,0
